X,Y,Z,layer,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,PH-uniqueid,PH-latD,PH-latM,PH-latSS,PH-latH,PH-lonD,PH-lonM,PH-lonSS,PH-lonH
151.8210761,-34.47344373,457.2,1500 Area-Boundary,225,0,0,225,15000225,34,28,24.40,S,151,49,15.87,E
151.8210761,-34.47344374,457.2,1500 Area-Boundary,226,0,0,226,15000226,34,28,24.40,S,151,49,15.87,E
151.8098515,-34.48265962,457.2,1500 Area-Boundary,227,0,0,227,15000227,34,28,57.57,S,151,48,35.47,E
151.8098515,-34.48265963,457.2,1500 Area-Boundary,228,0,0,228,15000228,34,28,57.57,S,151,48,35.47,E
151.7984323,-34.49171109,457.2,1500 Area-Boundary,229,0,0,229,15000229,34,29,30.16,S,151,47,54.36,E
151.7984323,-34.4917111,457.2,1500 Area-Boundary,230,0,0,230,15000230,34,29,30.16,S,151,47,54.36,E
151.786822,-34.50059533,457.2,1500 Area-Boundary,231,0,0,231,15000231,34,30,02.14,S,151,47,12.56,E
151.786822,-34.50059535,457.2,1500 Area-Boundary,232,0,0,232,15000232,34,30,02.14,S,151,47,12.56,E
151.775024,-34.50930961,457.2,1500 Area-Boundary,233,0,0,233,15000233,34,30,33.51,S,151,46,30.09,E
151.775024,-34.50930962,457.2,1500 Area-Boundary,234,0,0,234,15000234,34,30,33.51,S,151,46,30.09,E
151.7630421,-34.5178512,457.2,1500 Area-Boundary,235,0,0,235,15000235,34,31,04.26,S,151,45,46.95,E
151.7630421,-34.51785121,457.2,1500 Area-Boundary,236,0,0,236,15000236,34,31,04.26,S,151,45,46.95,E
151.7508799,-34.52621749,457.2,1500 Area-Boundary,237,0,0,237,15000237,34,31,34.38,S,151,45,03.17,E
151.7508799,-34.5262175,457.2,1500 Area-Boundary,238,0,0,238,15000238,34,31,34.38,S,151,45,03.17,E
151.738541,-34.53440587,457.2,1500 Area-Boundary,239,0,0,239,15000239,34,32,03.86,S,151,44,18.75,E
151.738541,-34.53440588,457.2,1500 Area-Boundary,240,0,0,240,15000240,34,32,03.86,S,151,44,18.75,E
151.7260293,-34.5424138,457.2,1500 Area-Boundary,241,0,0,241,15000241,34,32,32.69,S,151,43,33.71,E
151.7260292,-34.54241381,457.2,1500 Area-Boundary,242,0,0,242,15000242,34,32,32.69,S,151,43,33.71,E
151.7133485,-34.55023881,457.2,1500 Area-Boundary,243,0,0,243,15000243,34,33,00.86,S,151,42,48.05,E
151.7133485,-34.55023882,457.2,1500 Area-Boundary,244,0,0,244,15000244,34,33,00.86,S,151,42,48.05,E
151.7005026,-34.55787847,457.2,1500 Area-Boundary,245,0,0,245,15000245,34,33,28.36,S,151,42,01.81,E
151.7005026,-34.55787848,457.2,1500 Area-Boundary,246,0,0,246,15000246,34,33,28.36,S,151,42,01.81,E
151.6874956,-34.56533042,457.2,1500 Area-Boundary,247,0,0,247,15000247,34,33,55.19,S,151,41,14.98,E
151.6874955,-34.56533042,457.2,1500 Area-Boundary,248,0,0,248,15000248,34,33,55.19,S,151,41,14.98,E
151.6743313,-34.57259233,457.2,1500 Area-Boundary,249,0,0,249,15000249,34,34,21.33,S,151,40,27.59,E
151.6743313,-34.57259234,457.2,1500 Area-Boundary,250,0,0,250,15000250,34,34,21.33,S,151,40,27.59,E
151.6610139,-34.57966197,457.2,1500 Area-Boundary,251,0,0,251,15000251,34,34,46.78,S,151,39,39.65,E
151.6610139,-34.57966198,457.2,1500 Area-Boundary,252,0,0,252,15000252,34,34,46.78,S,151,39,39.65,E
151.6475474,-34.58653713,457.2,1500 Area-Boundary,253,0,0,253,15000253,34,35,11.53,S,151,38,51.17,E
151.6475474,-34.58653714,457.2,1500 Area-Boundary,254,0,0,254,15000254,34,35,11.53,S,151,38,51.17,E
151.633936,-34.59321569,457.2,1500 Area-Boundary,255,0,0,255,15000255,34,35,35.58,S,151,38,02.17,E
151.633936,-34.5932157,457.2,1500 Area-Boundary,256,0,0,256,15000256,34,35,35.58,S,151,38,02.17,E
151.620184,-34.59969557,457.2,1500 Area-Boundary,257,0,0,257,15000257,34,35,58.90,S,151,37,12.66,E
151.6201839,-34.59969558,457.2,1500 Area-Boundary,258,0,0,258,15000258,34,35,58.90,S,151,37,12.66,E
151.6062954,-34.60597476,457.2,1500 Area-Boundary,259,0,0,259,15000259,34,36,21.51,S,151,36,22.66,E
151.6062954,-34.60597476,457.2,1500 Area-Boundary,260,0,0,260,15000260,34,36,21.51,S,151,36,22.66,E
151.5922747,-34.61205131,457.2,1500 Area-Boundary,261,0,0,261,15000261,34,36,43.38,S,151,35,32.19,E
151.5922747,-34.61205131,457.2,1500 Area-Boundary,262,0,0,262,15000262,34,36,43.38,S,151,35,32.19,E
151.5781261,-34.61792333,457.2,1500 Area-Boundary,263,0,0,263,15000263,34,37,04.52,S,151,34,41.25,E
151.5781261,-34.61792334,457.2,1500 Area-Boundary,264,0,0,264,15000264,34,37,04.52,S,151,34,41.25,E
151.5638541,-34.62358901,457.2,1500 Area-Boundary,265,0,0,265,15000265,34,37,24.92,S,151,33,49.87,E
151.5638541,-34.62358902,457.2,1500 Area-Boundary,266,0,0,266,15000266,34,37,24.92,S,151,33,49.87,E
151.549463,-34.62904658,457.2,1500 Area-Boundary,267,0,0,267,15000267,34,37,44.57,S,151,32,58.07,E
151.549463,-34.62904658,457.2,1500 Area-Boundary,268,0,0,268,15000268,34,37,44.57,S,151,32,58.07,E
151.5349573,-34.63429434,457.2,1500 Area-Boundary,269,0,0,269,15000269,34,38,03.46,S,151,32,05.85,E
151.5349573,-34.63429435,457.2,1500 Area-Boundary,270,0,0,270,15000270,34,38,03.46,S,151,32,05.85,E
151.5203415,-34.63933068,457.2,1500 Area-Boundary,271,0,0,271,15000271,34,38,21.59,S,151,31,13.23,E
151.5203414,-34.63933068,457.2,1500 Area-Boundary,272,0,0,272,15000272,34,38,21.59,S,151,31,13.23,E
151.5056201,-34.64415401,457.2,1500 Area-Boundary,273,0,0,273,15000273,34,38,38.95,S,151,30,20.23,E
151.50562,-34.64415402,457.2,1500 Area-Boundary,274,0,0,274,15000274,34,38,38.95,S,151,30,20.23,E
151.4907976,-34.64876286,411.48,1500 Area-Boundary,275,0,0,275,15000275,34,38,55.55,S,151,29,26.87,E
151.4907976,-34.64876286,411.48,1500 Area-Boundary,276,0,0,276,15000276,34,38,55.55,S,151,29,26.87,E
151.4758788,-34.65315577,411.48,1500 Area-Boundary,277,0,0,277,15000277,34,39,11.36,S,151,28,33.16,E
151.4758788,-34.65315577,411.48,1500 Area-Boundary,278,0,0,278,15000278,34,39,11.36,S,151,28,33.16,E
151.4608682,-34.65733139,411.48,1500 Area-Boundary,279,0,0,279,15000279,34,39,26.39,S,151,27,39.13,E
151.4608682,-34.6573314,411.48,1500 Area-Boundary,280,0,0,280,15000280,34,39,26.39,S,151,27,39.13,E
151.4457704,-34.66128843,411.48,1500 Area-Boundary,281,0,0,281,15000281,34,39,40.64,S,151,26,44.77,E
151.4457704,-34.66128843,411.48,1500 Area-Boundary,282,0,0,282,15000282,34,39,40.64,S,151,26,44.77,E
151.4305902,-34.66502564,411.48,1500 Area-Boundary,283,0,0,283,15000283,34,39,54.09,S,151,25,50.12,E
151.4305902,-34.66502565,411.48,1500 Area-Boundary,284,0,0,284,15000284,34,39,54.09,S,151,25,50.12,E
151.4153323,-34.66854188,411.48,1500 Area-Boundary,285,0,0,285,15000285,34,40,06.75,S,151,24,55.20,E
151.4153323,-34.66854188,411.48,1500 Area-Boundary,286,0,0,286,15000286,34,40,06.75,S,151,24,55.20,E
151.4000015,-34.67183604,411.48,1500 Area-Boundary,287,0,0,287,15000287,34,40,18.61,S,151,24,00.01,E
151.4000014,-34.67183605,411.48,1500 Area-Boundary,288,0,0,288,15000288,34,40,18.61,S,151,24,00.01,E
151.3846024,-34.67490712,411.48,1500 Area-Boundary,289,0,0,289,15000289,34,40,29.67,S,151,23,04.57,E
151.3846023,-34.67490712,411.48,1500 Area-Boundary,290,0,0,290,15000290,34,40,29.67,S,151,23,04.57,E
151.3691399,-34.67775414,411.48,1500 Area-Boundary,291,0,0,291,15000291,34,40,39.91,S,151,22,08.90,E
151.3691398,-34.67775415,411.48,1500 Area-Boundary,292,0,0,292,15000292,34,40,39.91,S,151,22,08.90,E
151.3536188,-34.68037624,411.48,1500 Area-Boundary,293,0,0,293,15000293,34,40,49.35,S,151,21,13.03,E
151.3536187,-34.68037624,411.48,1500 Area-Boundary,294,0,0,294,15000294,34,40,49.35,S,151,21,13.03,E
151.3380439,-34.68277259,411.48,1500 Area-Boundary,295,0,0,295,15000295,34,40,57.98,S,151,20,16.96,E
151.3380439,-34.68277259,411.48,1500 Area-Boundary,296,0,0,296,15000296,34,40,57.98,S,151,20,16.96,E
151.3224201,-34.68494245,411.48,1500 Area-Boundary,297,0,0,297,15000297,34,41,05.79,S,151,19,20.71,E
151.3224201,-34.68494245,411.48,1500 Area-Boundary,298,0,0,298,15000298,34,41,05.79,S,151,19,20.71,E
151.3067522,-34.68688516,411.48,1500 Area-Boundary,299,0,0,299,15000299,34,41,12.79,S,151,18,24.31,E
151.3067522,-34.68688516,411.48,1500 Area-Boundary,300,0,0,300,15000300,34,41,12.79,S,151,18,24.31,E
151.2910452,-34.6886001,411.48,1500 Area-Boundary,301,0,0,301,15000301,34,41,18.96,S,151,17,27.76,E
151.2910452,-34.6886001,411.48,1500 Area-Boundary,302,0,0,302,15000302,34,41,18.96,S,151,17,27.76,E
151.2753039,-34.69008674,411.48,1500 Area-Boundary,303,0,0,303,15000303,34,41,24.31,S,151,16,31.09,E
151.2753039,-34.69008675,411.48,1500 Area-Boundary,304,0,0,304,15000304,34,41,24.31,S,151,16,31.09,E
151.2595333,-34.69134464,411.48,1500 Area-Boundary,305,0,0,305,15000305,34,41,28.84,S,151,15,34.32,E
151.2595332,-34.69134464,411.48,1500 Area-Boundary,306,0,0,306,15000306,34,41,28.84,S,151,15,34.32,E
151.2437381,-34.69237339,411.48,1500 Area-Boundary,307,0,0,307,15000307,34,41,32.54,S,151,14,37.46,E
151.2437381,-34.6923734,411.48,1500 Area-Boundary,308,0,0,308,15000308,34,41,32.54,S,151,14,37.46,E
151.2279235,-34.69317269,411.48,1500 Area-Boundary,309,0,0,309,15000309,34,41,35.42,S,151,13,40.52,E
151.2279235,-34.69317269,411.48,1500 Area-Boundary,310,0,0,310,15000310,34,41,35.42,S,151,13,40.52,E
151.2120942,-34.69374229,411.48,1500 Area-Boundary,311,0,0,311,15000311,34,41,37.47,S,151,12,43.54,E
151.2120942,-34.69374229,411.48,1500 Area-Boundary,312,0,0,312,15000312,34,41,37.47,S,151,12,43.54,E
151.1962553,-34.69408201,411.48,1500 Area-Boundary,313,0,0,313,15000313,34,41,38.70,S,151,11,46.52,E
151.1962553,-34.69408201,411.48,1500 Area-Boundary,314,0,0,314,15000314,34,41,38.70,S,151,11,46.52,E
151.1804116,-34.69419175,411.48,1500 Area-Boundary,315,0,0,315,15000315,34,41,39.09,S,151,10,49.48,E
151.1804116,-34.69419175,411.48,1500 Area-Boundary,316,0,0,316,15000316,34,41,39.09,S,151,10,49.48,E
151.1645681,-34.69407148,411.48,1500 Area-Boundary,317,0,0,317,15000317,34,41,38.66,S,151,09,52.45,E
151.1645681,-34.69407148,411.48,1500 Area-Boundary,318,0,0,318,15000318,34,41,38.66,S,151,09,52.45,E
151.1487298,-34.69372124,411.48,1500 Area-Boundary,319,0,0,319,15000319,34,41,37.40,S,151,08,55.43,E
151.1487298,-34.69372124,411.48,1500 Area-Boundary,320,0,0,320,15000320,34,41,37.40,S,151,08,55.43,E
151.1329016,-34.69314116,411.48,1500 Area-Boundary,321,0,0,321,15000321,34,41,35.31,S,151,07,58.45,E
151.1329016,-34.69314115,411.48,1500 Area-Boundary,322,0,0,322,15000322,34,41,35.31,S,151,07,58.45,E
151.1170884,-34.6923314,411.48,1500 Area-Boundary,323,0,0,323,15000323,34,41,32.39,S,151,07,01.52,E
151.1170884,-34.6923314,411.48,1500 Area-Boundary,324,0,0,324,15000324,34,41,32.39,S,151,07,01.52,E
151.1012951,-34.69129223,411.48,1500 Area-Boundary,325,0,0,325,15000325,34,41,28.65,S,151,06,04.66,E
151.1012951,-34.69129223,411.48,1500 Area-Boundary,326,0,0,326,15000326,34,41,28.65,S,151,06,04.66,E
151.0855267,-34.69002398,411.48,1500 Area-Boundary,327,0,0,327,15000327,34,41,24.09,S,151,05,07.90,E
151.0855267,-34.69002398,411.48,1500 Area-Boundary,328,0,0,328,15000328,34,41,24.09,S,151,05,07.90,E
151.0697881,-34.68852704,411.48,1500 Area-Boundary,329,0,0,329,15000329,34,41,18.70,S,151,04,11.24,E
151.0697881,-34.68852704,411.48,1500 Area-Boundary,330,0,0,330,15000330,34,41,18.70,S,151,04,11.24,E
151.0540842,-34.68680189,411.48,1500 Area-Boundary,331,0,0,331,15000331,34,41,12.49,S,151,03,14.70,E
151.0540842,-34.68680189,411.48,1500 Area-Boundary,332,0,0,332,15000332,34,41,12.49,S,151,03,14.70,E
151.0384198,-34.68484907,411.48,1500 Area-Boundary,333,0,0,333,15000333,34,41,05.46,S,151,02,18.31,E
151.0384198,-34.68484907,411.48,1500 Area-Boundary,334,0,0,334,15000334,34,41,05.46,S,151,02,18.31,E
151.0227999,-34.6826692,411.48,1500 Area-Boundary,335,0,0,335,15000335,34,40,57.61,S,151,01,22.08,E
151.0227999,-34.68266919,411.48,1500 Area-Boundary,336,0,0,336,15000336,34,40,57.61,S,151,01,22.08,E
151.0072293,-34.68026294,411.48,1500 Area-Boundary,337,0,0,337,15000337,34,40,48.95,S,151,00,26.03,E
151.0072293,-34.68026294,411.48,1500 Area-Boundary,338,0,0,338,15000338,34,40,48.95,S,151,00,26.03,E
150.9917128,-34.67763107,411.48,1500 Area-Boundary,339,0,0,339,15000339,34,40,39.47,S,150,59,30.17,E
150.9917128,-34.67763106,411.48,1500 Area-Boundary,340,0,0,340,15000340,34,40,39.47,S,150,59,30.17,E
150.9762554,-34.6747744,411.48,1500 Area-Boundary,341,0,0,341,15000341,34,40,29.19,S,150,58,34.52,E
150.9762553,-34.67477439,411.48,1500 Area-Boundary,342,0,0,342,15000342,34,40,29.19,S,150,58,34.52,E
150.9608617,-34.67169382,411.48,1500 Area-Boundary,343,0,0,343,15000343,34,40,18.10,S,150,57,39.10,E
150.9608617,-34.67169382,411.48,1500 Area-Boundary,344,0,0,344,15000344,34,40,18.10,S,150,57,39.10,E
150.9556335,-34.67056707,446.8774799,1500 Area-Boundary,345,0,0,345,15000345,34,40,14.04,S,150,57,20.28,E
150.9777367,-34.50564356,0,1500 Area-Boundary,346,0,0,346,15000346,34,30,20.32,S,150,58,39.85,E
150.9794696,-34.48453085,457.2,1500 Area-Boundary,347,0,0,347,15000347,34,29,04.31,S,150,58,46.09,E
150.9768746,-34.47170176,457.2,1500 Area-Boundary,348,0,0,348,15000348,34,28,18.13,S,150,58,36.75,E
150.9917526,-34.33060138,457.2,1500 Area-Boundary,349,0,0,349,15000349,34,19,50.16,S,150,59,30.31,E
151.0004713,-34.31688153,457.2,1500 Area-Boundary,350,0,0,350,15000350,34,19,00.77,S,151,00,01.70,E
151.0639702,-34.26810898,457.2,1500 Area-Boundary,351,0,0,351,15000351,34,16,05.19,S,151,03,50.29,E
151.0947877,-34.23960031,457.2,1500 Area-Boundary,352,0,0,352,15000352,34,14,22.56,S,151,05,41.24,E
151.1247667,-34.21496944,457.2,1500 Area-Boundary,353,0,0,353,15000353,34,12,53.89,S,151,07,29.16,E
151.1666667,-34.18055555,457.2,1500 Area-Boundary,354,0,0,354,15000354,34,10,50.00,S,151,10,00.00,E
151.2430556,-34.09277777,457.2,1500 Area-Boundary,355,0,0,355,15000355,34,05,34.00,S,151,14,35.00,E
151.226245,-34.06455024,457.2,1500 Area-Boundary,356,0,0,356,15000356,34,03,52.38,S,151,13,34.48,E
151.2198966,-34.05531088,457.2,1500 Area-Boundary,357,0,0,357,15000357,34,03,19.12,S,151,13,11.63,E
151.2091667,-34.04416667,457.2,1500 Area-Boundary,358,0,0,358,15000358,34,02,39.00,S,151,12,33.00,E
151.1627149,-34.02473206,457.2,1500 Area-Boundary,359,0,0,359,15000359,34,01,29.04,S,151,09,45.77,E
151.1594764,-34.01626413,457.2,1500 Area-Boundary,360,0,0,360,15000360,34,00,58.55,S,151,09,34.12,E
151.1519703,-34.00482005,457.2,1500 Area-Boundary,361,0,0,361,15000361,34,00,17.35,S,151,09,07.09,E
151.1364002,-33.9903416,457.2,1500 Area-Boundary,362,0,0,362,15000362,33,59,25.23,S,151,08,11.04,E
151.1003896,-33.98009364,457.2,1500 Area-Boundary,363,0,0,363,15000363,33,58,48.34,S,151,06,01.40,E
151.0552778,-33.94583333,457.2,1500 Area-Boundary,364,0,0,364,15000364,33,56,45.00,S,151,03,19.00,E
150.9486928,-33.94114375,457.2,1500 Area-Boundary,365,0,0,365,15000365,33,56,28.12,S,150,56,55.29,E
150.9411274,-33.92177357,457.2,1500 Area-Boundary,366,0,0,366,15000366,33,55,18.38,S,150,56,28.06,E
150.9643455,-33.86746267,457.2,1500 Area-Boundary,367,0,0,367,15000367,33,52,02.87,S,150,57,51.64,E
150.9885091,-33.86900612,457.2,1500 Area-Boundary,368,0,0,368,15000368,33,52,08.42,S,150,59,18.63,E
150.7324394,-33.57844061,487.68,1600 Area-Boundary,0,0,0,0,16000000,33,34,42.39,S,150,43,56.78,E
150.7576996,-33.54823814,487.68,1600 Area-Boundary,1,0,0,1,16000001,33,32,53.66,S,150,45,27.72,E
150.7669027,-33.54138356,487.68,1600 Area-Boundary,2,0,0,2,16000002,33,32,28.98,S,150,46,00.85,E
150.8149965,-33.52902368,487.68,1600 Area-Boundary,3,0,0,3,16000003,33,31,44.49,S,150,48,53.99,E
150.8337319,-33.52854695,487.68,1600 Area-Boundary,4,0,0,4,16000004,33,31,42.77,S,150,50,01.43,E
150.8485744,-33.53715236,487.68,1600 Area-Boundary,5,0,0,5,16000005,33,32,13.75,S,150,50,54.87,E
150.8675537,-33.55510535,487.68,1600 Area-Boundary,6,0,0,6,16000006,33,33,18.38,S,150,52,03.19,E
150.8798459,-33.58433261,487.68,1600 Area-Boundary,7,0,0,7,16000007,33,35,03.60,S,150,52,47.45,E
150.8823673,-33.60024504,487.68,1600 Area-Boundary,8,0,0,8,16000008,33,36,00.88,S,150,52,56.52,E
150.8801493,-33.61740165,487.68,1600 Area-Boundary,9,0,0,9,16000009,33,37,02.65,S,150,52,48.54,E
150.8747605,-33.6363306,487.68,1600 Area-Boundary,10,0,0,10,16000010,33,38,10.79,S,150,52,29.14,E
150.8563104,-33.65847219,487.68,1600 Area-Boundary,11,0,0,11,16000011,33,39,30.50,S,150,51,22.72,E
150.8376417,-33.67127222,487.68,1600 Area-Boundary,12,0,0,12,16000012,33,40,16.58,S,150,50,15.51,E
150.7959574,-33.68689107,487.68,1600 Area-Boundary,13,0,0,13,16000013,33,41,12.81,S,150,47,45.45,E
150.779868,-33.69935509,487.68,1600 Area-Boundary,14,0,0,14,16000014,33,41,57.68,S,150,46,47.52,E
150.7663129,-33.71184485,487.68,1600 Area-Boundary,15,0,0,15,16000015,33,42,42.64,S,150,45,58.73,E
150.7197222,-33.70722223,487.68,1600 Area-Boundary,16,0,0,16,16000016,33,42,26.00,S,150,43,11.00,E
150.7133037,-33.65159202,487.68,1600 Area-Boundary,17,0,0,17,16000017,33,39,05.73,S,150,42,47.89,E
150.7080556,-33.62083333,487.68,1600 Area-Boundary,18,0,0,18,16000018,33,37,15.00,S,150,42,29.00,E
150.7093933,-33.60194415,487.68,1600 Area-Boundary,19,0,0,19,16000019,33,36,07.00,S,150,42,33.82,E
150.7324394,-33.57844061,487.68,1600 Area-Boundary,20,0,0,20,16000020,33,34,42.39,S,150,43,56.78,E
151.0415631,-33.87412717,518.16,1700 Area-Boundary,0,0,0,0,17000000,33,52,26.86,S,151,02,29.63,E
151.1239574,-33.882034,518.16,1700 Area-Boundary,1,0,0,1,17000001,33,52,55.32,S,151,07,26.25,E
151.1322098,-33.895218,518.16,1700 Area-Boundary,2,0,0,2,17000002,33,53,42.78,S,151,07,55.96,E
151.1464222,-33.90828611,518.16,1700 Area-Boundary,3,0,0,3,17000003,33,54,29.83,S,151,08,47.12,E
151.1592889,-33.92187778,518.16,1700 Area-Boundary,4,0,0,4,17000004,33,55,18.76,S,151,09,33.44,E
151.1100685,-33.93039493,518.16,1700 Area-Boundary,5,0,0,5,17000005,33,55,49.42,S,151,06,36.25,E
151.074307,-33.92762608,518.16,1700 Area-Boundary,6,0,0,6,17000006,33,55,39.45,S,151,04,27.51,E
150.9885091,-33.86900612,518.16,1700 Area-Boundary,7,0,0,7,17000007,33,52,08.42,S,150,59,18.63,E
151.0415631,-33.87412717,518.16,1700 Area-Boundary,8,0,0,8,17000008,33,52,26.86,S,151,02,29.63,E
151.1364002,-33.9903416,548.64,1800 Area-Boundary,0,0,0,0,18000000,33,59,25.23,S,151,08,11.04,E
151.1519703,-34.00482005,548.64,1800 Area-Boundary,1,0,0,1,18000001,34,00,17.35,S,151,09,07.09,E
151.1594764,-34.01626413,548.64,1800 Area-Boundary,2,0,0,2,18000002,34,00,58.55,S,151,09,34.12,E
151.1627149,-34.02473206,548.64,1800 Area-Boundary,3,0,0,3,18000003,34,01,29.04,S,151,09,45.77,E
151.2091667,-34.04416667,548.64,1800 Area-Boundary,4,0,0,4,18000004,34,02,39.00,S,151,12,33.00,E
151.2198966,-34.05531088,548.64,1800 Area-Boundary,5,0,0,5,18000005,34,03,19.12,S,151,13,11.63,E
151.226245,-34.06455024,548.64,1800 Area-Boundary,6,0,0,6,18000006,34,03,52.38,S,151,13,34.48,E
151.2430556,-34.09277777,548.64,1800 Area-Boundary,7,0,0,7,18000007,34,05,34.00,S,151,14,35.00,E
151.1666667,-34.18055555,548.64,1800 Area-Boundary,8,0,0,8,18000008,34,10,50.00,S,151,10,00.00,E
151.1657539,-34.11276812,548.64,1800 Area-Boundary,9,0,0,9,18000009,34,06,45.97,S,151,09,56.71,E
151.1671657,-34.09523646,548.64,1800 Area-Boundary,10,0,0,10,18000010,34,05,42.85,S,151,10,01.80,E
151.1598586,-34.07673262,548.64,1800 Area-Boundary,11,0,0,11,18000011,34,04,36.24,S,151,09,35.49,E
151.1447987,-34.05863096,548.64,1800 Area-Boundary,12,0,0,12,18000012,34,03,31.07,S,151,08,41.28,E
151.126421,-34.04101432,548.64,1800 Area-Boundary,13,0,0,13,18000013,34,02,27.65,S,151,07,35.12,E
151.0780452,-34.00136502,548.64,1800 Area-Boundary,14,0,0,14,18000014,34,00,04.91,S,151,04,40.96,E
151.0609704,-33.98053532,548.64,1800 Area-Boundary,15,0,0,15,18000015,33,58,49.93,S,151,03,39.49,E
151.0389803,-33.96818647,548.64,1800 Area-Boundary,16,0,0,16,18000016,33,58,05.47,S,151,02,20.33,E
151.0115746,-33.96531073,548.64,1800 Area-Boundary,17,0,0,17,18000017,33,57,55.12,S,151,00,41.67,E
150.9796586,-33.97236693,548.64,1800 Area-Boundary,18,0,0,18,18000018,33,58,20.52,S,150,58,46.77,E
150.949466,-33.96921662,548.64,1800 Area-Boundary,19,0,0,19,18000019,33,58,09.18,S,150,56,58.08,E
150.9486928,-33.94114375,548.64,1800 Area-Boundary,20,0,0,20,18000020,33,56,28.12,S,150,56,55.29,E
151.0552778,-33.94583333,548.64,1800 Area-Boundary,21,0,0,21,18000021,33,56,45.00,S,151,03,19.00,E
151.1003896,-33.98009364,548.64,1800 Area-Boundary,22,0,0,22,18000022,33,58,48.34,S,151,06,01.40,E
151.1364002,-33.9903416,548.64,1800 Area-Boundary,23,0,0,23,18000023,33,59,25.23,S,151,08,11.04,E
151.295,-33.94138889,548.64,1800 Area-Boundary,24,1,0,0,18001024,33,56,29.00,S,151,17,42.00,E
151.2527778,-33.95583334,548.64,1800 Area-Boundary,25,1,0,1,18001025,33,57,21.00,S,151,15,10.00,E
151.2091667,-33.94222222,548.64,1800 Area-Boundary,26,1,0,2,18001026,33,56,32.00,S,151,12,33.00,E
151.2026778,-33.94019445,640.08,1800 Area-Boundary,27,1,0,3,18001027,33,56,24.70,S,151,12,09.64,E
151.2397889,-33.93043889,640.08,1800 Area-Boundary,28,1,0,4,18001028,33,55,49.58,S,151,14,23.24,E
151.2575678,-33.91314468,548.64,1800 Area-Boundary,29,1,0,5,18001029,33,54,47.32,S,151,15,27.24,E
151.276022,-33.8729201,548.64,1800 Area-Boundary,30,1,0,6,18001030,33,52,22.51,S,151,16,33.68,E
151.3451879,-33.85811583,548.64,1800 Area-Boundary,31,1,0,7,18001031,33,51,29.22,S,151,20,42.68,E
151.3078342,-33.92521578,548.64,1800 Area-Boundary,32,1,0,8,18001032,33,55,30.78,S,151,18,28.20,E
151.295,-33.94138889,548.64,1800 Area-Boundary,33,1,0,9,18001033,33,56,29.00,S,151,17,42.00,E
150.9643455,-33.86746267,548.64,1800 Area-Boundary,34,2,0,0,18002034,33,52,02.87,S,150,57,51.64,E
150.9411274,-33.92177357,548.64,1800 Area-Boundary,35,2,0,1,18002035,33,55,18.38,S,150,56,28.06,E
150.9333744,-33.91016525,548.64,1800 Area-Boundary,36,2,0,2,18002036,33,54,36.59,S,150,56,00.15,E
150.9162907,-33.89540566,548.64,1800 Area-Boundary,37,2,0,3,18002037,33,53,43.46,S,150,54,58.65,E
150.9215083,-33.87156535,548.64,1800 Area-Boundary,38,2,0,4,18002038,33,52,17.64,S,150,55,17.43,E
150.9416254,-33.87075684,548.64,1800 Area-Boundary,39,2,0,5,18002039,33,52,14.72,S,150,56,29.85,E
150.9590453,-33.86118465,548.64,1800 Area-Boundary,40,2,0,6,18002040,33,51,40.26,S,150,57,32.56,E
150.9643455,-33.86746267,548.64,1800 Area-Boundary,41,2,0,7,18002041,33,52,02.87,S,150,57,51.64,E
151.1236368,-33.81906936,548.64,1800 Area-Boundary,42,3,0,0,18003042,33,49,08.65,S,151,07,25.09,E
151.1239574,-33.882034,548.64,1800 Area-Boundary,43,3,0,1,18003043,33,52,55.32,S,151,07,26.25,E
151.0415631,-33.87412717,548.64,1800 Area-Boundary,44,3,0,2,18003044,33,52,26.86,S,151,02,29.63,E
151.0675722,-33.83221667,548.64,1800 Area-Boundary,45,3,0,3,18003045,33,49,55.98,S,151,04,03.26,E
151.0879095,-33.82761943,548.64,1800 Area-Boundary,46,3,0,4,18003046,33,49,39.43,S,151,05,16.47,E
151.105969,-33.81450045,548.64,1800 Area-Boundary,47,3,0,5,18003047,33,48,52.20,S,151,06,21.49,E
151.1236368,-33.81906936,548.64,1800 Area-Boundary,48,3,0,6,18003048,33,49,08.65,S,151,07,25.09,E
150.9205937,-33.64127897,548.64,1800 Area-Boundary,49,4,0,0,18004049,33,38,28.60,S,150,55,14.14,E
150.9179644,-33.69795905,548.64,1800 Area-Boundary,50,4,0,1,18004050,33,41,52.65,S,150,55,04.67,E
150.9050886,-33.75693671,548.64,1800 Area-Boundary,51,4,0,2,18004051,33,45,24.97,S,150,54,18.32,E
150.8644327,-33.80013852,548.64,1800 Area-Boundary,52,4,0,3,18004052,33,48,00.50,S,150,51,51.96,E
150.8203665,-33.7967884,548.64,1800 Area-Boundary,53,4,0,4,18004053,33,47,48.44,S,150,49,13.32,E
150.7869813,-33.81698745,548.64,1800 Area-Boundary,54,4,0,5,18004054,33,49,01.15,S,150,47,13.13,E
150.7536111,-33.89194445,548.64,1800 Area-Boundary,55,4,0,6,18004055,33,53,31.00,S,150,45,13.00,E
150.6941667,-33.88111111,548.64,1800 Area-Boundary,56,4,0,7,18004056,33,52,52.00,S,150,41,39.00,E
150.7027292,-33.82294404,548.64,1800 Area-Boundary,57,4,0,8,18004057,33,49,22.60,S,150,42,09.83,E
